timestamp,speed_mph,speed_kmh,delta_v_kmh,incident_description,sensor_id
2017-01-05 18:45:00,22.77,36.64,30.17,Moderate traffic flow at node 4016162.,4016162
2017-01-05 18:50:00,49.02,78.9,42.25,"Sudden slowdown, possible accident.",4016162
2017-01-05 18:55:00,38.68,62.25,16.64,Free flow traffic at node 4016162.,4016162
2017-01-05 19:00:00,36.14,58.17,4.09,Moderate traffic flow at node 4016162.,4016162
2017-01-05 19:05:00,31.41,50.54,7.63,Moderate traffic flow at node 4016162.,4016162
2017-01-05 19:10:00,18.69,30.08,20.46,Moderate traffic flow at node 4016162.,4016162
2017-01-05 19:15:00,23.07,37.12,7.04,Moderate traffic flow at node 4016162.,4016162
2017-01-05 19:20:00,45.78,73.67,36.55,Free flow traffic at node 4016162.,4016162
2017-01-05 19:25:00,23.39,37.64,36.03,Moderate traffic flow at node 4016162.,4016162
2017-01-05 19:30:00,27.04,43.52,5.88,Moderate traffic flow at node 4016162.,4016162
2017-01-05 19:35:00,10.45,16.82,26.71,Severe congestion reported at node 4016162.,4016162
2017-01-05 19:40:00,27.16,43.71,26.9,Moderate traffic flow at node 4016162.,4016162
2017-01-05 19:45:00,36.74,59.13,15.41,Moderate traffic flow at node 4016162.,4016162
2017-01-05 19:50:00,10.83,17.44,41.69,"Sudden slowdown, possible accident.",4016162
2017-01-05 19:55:00,37.29,60.01,42.58,"Sudden slowdown, possible accident.",4016162
2017-01-05 20:00:00,60.34,97.11,37.1,Free flow traffic at node 4016162.,4016162
2017-01-05 20:05:00,76.94,123.82,26.71,Free flow traffic at node 4016162.,4016162
2017-01-05 20:10:00,67.11,108.01,15.81,Free flow traffic at node 4016162.,4016162
2017-01-05 20:15:00,27.31,43.96,64.05,"Sudden slowdown, possible accident.",4016162
2017-01-05 20:20:00,51.26,82.49,38.53,Free flow traffic at node 4016162.,4016162
2017-01-05 20:25:00,66.57,107.13,24.64,Free flow traffic at node 4016162.,4016162
2017-01-05 20:30:00,66.26,106.63,0.5,Free flow traffic at node 4016162.,4016162
2017-01-05 20:35:00,66.96,107.77,1.14,Free flow traffic at node 4016162.,4016162
2017-01-05 20:40:00,48.29,77.71,30.06,Free flow traffic at node 4016162.,4016162
2017-01-05 20:45:00,52.77,84.93,7.22,Free flow traffic at node 4016162.,4016162
2017-01-05 20:50:00,57.23,92.09,7.16,Free flow traffic at node 4016162.,4016162
2017-01-05 20:55:00,49.35,79.42,12.68,Free flow traffic at node 4016162.,4016162
2017-01-05 21:00:00,51.05,82.15,2.74,Free flow traffic at node 4016162.,4016162
2017-01-05 21:05:00,63.85,102.75,20.6,Free flow traffic at node 4016162.,4016162
2017-01-05 21:10:00,40.2,64.69,38.06,Free flow traffic at node 4016162.,4016162
2017-01-05 21:15:00,38.68,62.24,2.45,Free flow traffic at node 4016162.,4016162
2017-01-05 21:20:00,74.39,119.72,57.47,"Sudden slowdown, possible accident.",4016162
2017-01-05 21:25:00,55.16,88.77,30.95,Free flow traffic at node 4016162.,4016162
2017-01-05 21:30:00,55.94,90.02,1.25,Free flow traffic at node 4016162.,4016162
2017-01-05 21:35:00,42.19,67.9,22.12,Free flow traffic at node 4016162.,4016162
2017-01-05 21:40:00,42.19,67.9,0.0,Free flow traffic at node 4016162.,4016162
2017-01-05 21:45:00,56.23,90.49,22.59,Free flow traffic at node 4016162.,4016162
2017-01-05 21:50:00,51.06,82.18,8.31,Free flow traffic at node 4016162.,4016162
2017-01-05 21:55:00,57.15,91.97,9.79,Free flow traffic at node 4016162.,4016162
2017-01-05 22:00:00,61.2,98.49,6.52,Free flow traffic at node 4016162.,4016162
2017-01-05 22:05:00,64.8,104.28,5.79,Free flow traffic at node 4016162.,4016162
2017-01-05 22:10:00,65.1,104.76,0.48,Free flow traffic at node 4016162.,4016162
2017-01-05 22:15:00,72.2,116.19,11.42,Free flow traffic at node 4016162.,4016162
2017-01-05 22:20:00,72.58,116.8,0.61,Free flow traffic at node 4016162.,4016162
2017-01-05 22:25:00,65.81,105.92,10.89,Free flow traffic at node 4016162.,4016162
2017-01-05 22:30:00,63.51,102.21,3.71,Free flow traffic at node 4016162.,4016162
2017-01-05 22:35:00,56.4,90.77,11.44,Free flow traffic at node 4016162.,4016162
2017-01-05 22:40:00,71.89,115.7,24.93,Free flow traffic at node 4016162.,4016162
2017-01-05 22:45:00,67.06,107.92,7.77,Free flow traffic at node 4016162.,4016162
2017-01-05 22:50:00,65.66,105.66,2.26,Free flow traffic at node 4016162.,4016162
2017-01-05 22:55:00,68.61,110.41,4.75,Free flow traffic at node 4016162.,4016162
2017-01-05 23:00:00,71.45,114.99,4.58,Free flow traffic at node 4016162.,4016162
2017-01-05 23:05:00,59.3,95.43,19.56,Free flow traffic at node 4016162.,4016162
2017-01-05 23:10:00,68.27,109.87,14.43,Free flow traffic at node 4016162.,4016162
2017-01-05 23:15:00,62.98,101.36,8.51,Free flow traffic at node 4016162.,4016162
2017-01-05 23:20:00,57.8,93.03,8.33,Free flow traffic at node 4016162.,4016162
2017-01-05 23:25:00,74.46,119.83,26.8,Free flow traffic at node 4016162.,4016162
2017-01-05 23:30:00,68.77,110.67,9.15,Free flow traffic at node 4016162.,4016162
2017-01-05 23:35:00,61.52,99.01,11.67,Free flow traffic at node 4016162.,4016162
2017-01-05 23:40:00,66.04,106.28,7.27,Free flow traffic at node 4016162.,4016162
2017-01-05 23:45:00,69.84,112.39,6.11,Free flow traffic at node 4016162.,4016162
2017-01-05 23:50:00,59.5,95.75,16.64,Free flow traffic at node 4016162.,4016162
2017-01-05 23:55:00,71.16,114.53,18.78,Free flow traffic at node 4016162.,4016162
2017-01-06 00:00:00,64.15,103.24,11.29,Free flow traffic at node 4016162.,4016162
2017-01-06 00:05:00,80.0,128.75,25.51,Free flow traffic at node 4016162.,4016162
2017-01-06 00:10:00,60.92,98.04,30.7,Free flow traffic at node 4016162.,4016162
2017-01-06 00:15:00,66.96,107.76,9.72,Free flow traffic at node 4016162.,4016162
2017-01-06 00:20:00,66.53,107.07,0.69,Free flow traffic at node 4016162.,4016162
2017-01-06 00:25:00,69.31,111.54,4.48,Free flow traffic at node 4016162.,4016162
2017-01-06 00:30:00,57.56,92.63,18.92,Free flow traffic at node 4016162.,4016162
2017-01-06 00:35:00,63.41,102.04,9.42,Free flow traffic at node 4016162.,4016162
2017-01-06 00:40:00,70.13,112.86,10.82,Free flow traffic at node 4016162.,4016162
2017-01-06 00:45:00,74.94,120.6,7.74,Free flow traffic at node 4016162.,4016162
2017-01-06 00:50:00,59.28,95.41,25.19,Free flow traffic at node 4016162.,4016162
2017-01-06 00:55:00,69.53,111.9,16.49,Free flow traffic at node 4016162.,4016162
2017-01-06 01:00:00,66.97,107.78,4.12,Free flow traffic at node 4016162.,4016162
2017-01-06 01:05:00,68.65,110.47,2.69,Free flow traffic at node 4016162.,4016162
2017-01-06 01:10:00,66.24,106.6,3.88,Free flow traffic at node 4016162.,4016162
2017-01-06 01:15:00,67.39,108.45,1.85,Free flow traffic at node 4016162.,4016162
2017-01-06 01:20:00,68.48,110.21,1.76,Free flow traffic at node 4016162.,4016162
2017-01-06 01:25:00,70.19,112.96,2.75,Free flow traffic at node 4016162.,4016162
2017-01-06 01:30:00,74.74,120.27,7.32,Free flow traffic at node 4016162.,4016162
2017-01-06 01:35:00,71.95,115.8,4.48,Free flow traffic at node 4016162.,4016162
2017-01-06 01:40:00,72.71,117.02,1.22,Free flow traffic at node 4016162.,4016162
2017-01-06 01:45:00,70.81,113.95,3.07,Free flow traffic at node 4016162.,4016162
2017-01-06 01:50:00,71.19,114.56,0.61,Free flow traffic at node 4016162.,4016162
2017-01-06 01:55:00,65.29,105.07,9.49,Free flow traffic at node 4016162.,4016162
2017-01-06 02:00:00,69.99,112.64,7.57,Free flow traffic at node 4016162.,4016162
2017-01-06 02:05:00,75.91,122.17,9.53,Free flow traffic at node 4016162.,4016162
2017-01-06 02:10:00,76.31,122.81,0.64,Free flow traffic at node 4016162.,4016162
2017-01-06 02:15:00,69.06,111.15,11.66,Free flow traffic at node 4016162.,4016162
2017-01-06 02:20:00,70.44,113.36,2.21,Free flow traffic at node 4016162.,4016162
2017-01-06 02:25:00,61.37,98.77,14.59,Free flow traffic at node 4016162.,4016162
2017-01-06 02:30:00,59.35,95.52,3.25,Free flow traffic at node 4016162.,4016162
2017-01-06 02:35:00,57.11,91.91,3.61,Free flow traffic at node 4016162.,4016162
2017-01-06 02:40:00,66.93,107.71,15.8,Free flow traffic at node 4016162.,4016162
2017-01-06 02:45:00,62.53,100.63,7.08,Free flow traffic at node 4016162.,4016162
2017-01-06 02:50:00,65.59,105.55,4.92,Free flow traffic at node 4016162.,4016162
2017-01-06 02:55:00,67.25,108.23,2.69,Free flow traffic at node 4016162.,4016162
2017-01-06 03:00:00,67.59,108.77,0.53,Free flow traffic at node 4016162.,4016162
2017-01-06 03:05:00,63.22,101.75,7.02,Free flow traffic at node 4016162.,4016162
2017-01-06 03:10:00,63.22,101.75,0.0,Free flow traffic at node 4016162.,4016162
2017-01-06 03:15:00,64.37,103.6,1.86,Free flow traffic at node 4016162.,4016162
2017-01-06 03:20:00,74.89,120.52,16.92,Free flow traffic at node 4016162.,4016162
2017-01-06 03:25:00,56.01,90.14,30.38,Free flow traffic at node 4016162.,4016162
2017-01-06 03:30:00,80.0,128.75,38.61,Free flow traffic at node 4016162.,4016162
2017-01-06 03:35:00,59.33,95.48,33.27,Free flow traffic at node 4016162.,4016162
2017-01-06 03:40:00,73.43,118.18,22.7,Free flow traffic at node 4016162.,4016162
2017-01-06 03:45:00,65.74,105.79,12.39,Free flow traffic at node 4016162.,4016162
2017-01-06 03:50:00,60.06,96.65,9.14,Free flow traffic at node 4016162.,4016162
2017-01-06 03:55:00,55.72,89.67,6.99,Free flow traffic at node 4016162.,4016162
2017-01-06 04:00:00,80.0,128.75,39.08,Free flow traffic at node 4016162.,4016162
2017-01-06 04:05:00,60.93,98.06,30.69,Free flow traffic at node 4016162.,4016162
2017-01-06 04:10:00,64.86,104.38,6.32,Free flow traffic at node 4016162.,4016162
2017-01-06 04:15:00,63.11,101.57,2.81,Free flow traffic at node 4016162.,4016162
2017-01-06 04:20:00,64.28,103.44,1.87,Free flow traffic at node 4016162.,4016162
2017-01-06 04:25:00,62.9,101.23,2.21,Free flow traffic at node 4016162.,4016162
2017-01-06 04:30:00,80.0,128.75,27.52,Free flow traffic at node 4016162.,4016162
2017-01-06 04:35:00,69.7,112.17,16.57,Free flow traffic at node 4016162.,4016162
2017-01-06 04:40:00,71.28,114.72,2.55,Free flow traffic at node 4016162.,4016162
2017-01-06 04:45:00,59.97,96.52,18.2,Free flow traffic at node 4016162.,4016162
2017-01-06 04:50:00,59.08,95.07,1.44,Free flow traffic at node 4016162.,4016162
2017-01-06 04:55:00,70.55,113.54,18.46,Free flow traffic at node 4016162.,4016162
2017-01-06 05:00:00,69.87,112.44,1.1,Free flow traffic at node 4016162.,4016162
2017-01-06 05:05:00,66.78,107.48,4.96,Free flow traffic at node 4016162.,4016162
2017-01-06 05:10:00,66.77,107.46,0.01,Free flow traffic at node 4016162.,4016162
2017-01-06 05:15:00,64.33,103.52,3.94,Free flow traffic at node 4016162.,4016162
2017-01-06 05:20:00,65.13,104.81,1.29,Free flow traffic at node 4016162.,4016162
2017-01-06 05:25:00,69.53,111.89,7.08,Free flow traffic at node 4016162.,4016162
2017-01-06 05:30:00,64.43,103.68,8.21,Free flow traffic at node 4016162.,4016162
2017-01-06 05:35:00,67.2,108.14,4.46,Free flow traffic at node 4016162.,4016162
2017-01-06 05:40:00,64.1,103.16,4.98,Free flow traffic at node 4016162.,4016162
2017-01-06 05:45:00,60.71,97.7,5.46,Free flow traffic at node 4016162.,4016162
2017-01-06 05:50:00,70.49,113.44,15.74,Free flow traffic at node 4016162.,4016162
2017-01-06 05:55:00,64.78,104.25,9.19,Free flow traffic at node 4016162.,4016162
2017-01-06 06:00:00,52.88,85.1,19.15,Free flow traffic at node 4016162.,4016162
2017-01-06 06:05:00,39.82,64.08,21.02,Free flow traffic at node 4016162.,4016162
2017-01-06 06:10:00,58.02,93.38,29.29,Free flow traffic at node 4016162.,4016162
2017-01-06 06:15:00,63.2,101.71,8.34,Free flow traffic at node 4016162.,4016162
2017-01-06 06:20:00,44.3,71.29,30.43,Free flow traffic at node 4016162.,4016162
2017-01-06 06:25:00,48.17,77.53,6.24,Free flow traffic at node 4016162.,4016162
2017-01-06 06:30:00,48.47,78.01,0.48,Free flow traffic at node 4016162.,4016162
2017-01-06 06:35:00,37.91,61.01,17.0,Free flow traffic at node 4016162.,4016162
2017-01-06 06:40:00,59.95,96.48,35.47,Free flow traffic at node 4016162.,4016162
2017-01-06 06:45:00,43.15,69.44,27.04,Free flow traffic at node 4016162.,4016162
2017-01-06 06:50:00,52.26,84.11,14.67,Free flow traffic at node 4016162.,4016162
2017-01-06 06:55:00,39.34,63.31,20.8,Free flow traffic at node 4016162.,4016162
2017-01-06 07:00:00,47.52,76.48,13.17,Free flow traffic at node 4016162.,4016162
2017-01-06 07:05:00,21.06,33.89,42.59,"Sudden slowdown, possible accident.",4016162
2017-01-06 07:10:00,37.23,59.91,26.02,Moderate traffic flow at node 4016162.,4016162
2017-01-06 07:15:00,32.96,53.05,6.86,Moderate traffic flow at node 4016162.,4016162
2017-01-06 07:20:00,11.45,18.42,34.63,Severe congestion reported at node 4016162.,4016162
2017-01-06 07:25:00,20.54,33.05,14.63,Moderate traffic flow at node 4016162.,4016162
2017-01-06 07:30:00,9.6,15.44,17.61,Severe congestion reported at node 4016162.,4016162
2017-01-06 07:35:00,16.87,27.14,11.7,Moderate traffic flow at node 4016162.,4016162
2017-01-06 07:40:00,16.87,27.14,0.0,Moderate traffic flow at node 4016162.,4016162
2017-01-06 07:45:00,24.96,40.17,13.03,Moderate traffic flow at node 4016162.,4016162
2017-01-06 07:50:00,25.67,41.3,1.13,Moderate traffic flow at node 4016162.,4016162
2017-01-06 07:55:00,37.17,59.82,18.51,Moderate traffic flow at node 4016162.,4016162
2017-01-06 08:00:00,29.3,47.16,12.66,Moderate traffic flow at node 4016162.,4016162
2017-01-06 08:05:00,31.8,51.18,4.02,Moderate traffic flow at node 4016162.,4016162
2017-01-06 08:10:00,25.47,40.98,10.2,Moderate traffic flow at node 4016162.,4016162
2017-01-06 08:15:00,41.23,66.35,25.37,Free flow traffic at node 4016162.,4016162
2017-01-06 08:20:00,41.23,66.35,0.0,Free flow traffic at node 4016162.,4016162
2017-01-06 08:25:00,18.95,30.5,35.85,Moderate traffic flow at node 4016162.,4016162
2017-01-06 08:30:00,32.18,51.79,21.3,Moderate traffic flow at node 4016162.,4016162
2017-01-06 08:35:00,46.44,74.74,22.95,Free flow traffic at node 4016162.,4016162
2017-01-06 08:40:00,22.46,36.14,38.6,Moderate traffic flow at node 4016162.,4016162
2017-01-06 08:45:00,25.52,41.06,4.92,Moderate traffic flow at node 4016162.,4016162
2017-01-06 08:50:00,28.15,45.3,4.24,Moderate traffic flow at node 4016162.,4016162
2017-01-06 08:55:00,28.15,45.3,0.0,Moderate traffic flow at node 4016162.,4016162
2017-01-06 09:00:00,11.21,18.04,27.26,Severe congestion reported at node 4016162.,4016162
2017-01-06 09:05:00,11.21,18.04,0.0,Severe congestion reported at node 4016162.,4016162
2017-01-06 09:10:00,24.59,39.57,21.54,Moderate traffic flow at node 4016162.,4016162
2017-01-06 09:15:00,17.8,28.65,10.92,Moderate traffic flow at node 4016162.,4016162
2017-01-06 09:20:00,45.0,72.41,43.76,"Sudden slowdown, possible accident.",4016162
2017-01-06 09:25:00,21.12,33.98,38.43,Moderate traffic flow at node 4016162.,4016162
2017-01-06 09:30:00,24.27,39.06,5.08,Moderate traffic flow at node 4016162.,4016162
2017-01-06 09:35:00,20.0,32.18,6.88,Moderate traffic flow at node 4016162.,4016162
2017-01-06 09:40:00,21.97,35.36,3.18,Moderate traffic flow at node 4016162.,4016162
2017-01-06 09:45:00,34.03,54.77,19.41,Moderate traffic flow at node 4016162.,4016162
2017-01-06 09:50:00,25.23,40.6,14.17,Moderate traffic flow at node 4016162.,4016162
2017-01-06 09:55:00,23.16,37.27,3.33,Moderate traffic flow at node 4016162.,4016162
2017-01-06 10:00:00,75.1,120.86,83.6,"Sudden slowdown, possible accident.",4016162
2017-01-06 10:05:00,41.42,66.66,54.2,"Sudden slowdown, possible accident.",4016162
2017-01-06 10:10:00,65.1,104.77,38.11,Free flow traffic at node 4016162.,4016162
2017-01-06 10:15:00,60.94,98.07,6.7,Free flow traffic at node 4016162.,4016162
2017-01-06 10:20:00,65.1,104.77,6.71,Free flow traffic at node 4016162.,4016162
2017-01-06 10:25:00,50.69,81.57,23.2,Free flow traffic at node 4016162.,4016162
2017-01-06 10:30:00,48.36,77.83,3.74,Free flow traffic at node 4016162.,4016162
2017-01-06 10:35:00,41.37,66.58,11.25,Free flow traffic at node 4016162.,4016162
2017-01-06 10:40:00,48.84,78.6,12.02,Free flow traffic at node 4016162.,4016162
2017-01-06 10:45:00,54.4,87.54,8.94,Free flow traffic at node 4016162.,4016162
2017-01-06 10:50:00,46.2,74.35,13.19,Free flow traffic at node 4016162.,4016162
2017-01-06 10:55:00,68.01,109.46,35.1,Free flow traffic at node 4016162.,4016162
2017-01-06 11:00:00,56.47,90.88,18.58,Free flow traffic at node 4016162.,4016162
2017-01-06 11:05:00,68.14,109.66,18.79,Free flow traffic at node 4016162.,4016162
2017-01-06 11:10:00,46.57,74.94,34.72,Free flow traffic at node 4016162.,4016162
2017-01-06 11:15:00,42.91,69.06,5.88,Free flow traffic at node 4016162.,4016162
2017-01-06 11:20:00,53.73,86.48,17.42,Free flow traffic at node 4016162.,4016162
2017-01-06 11:25:00,53.73,86.48,0.0,Free flow traffic at node 4016162.,4016162
2017-01-06 11:30:00,53.73,86.48,0.0,Free flow traffic at node 4016162.,4016162
2017-01-06 11:35:00,61.25,98.57,12.09,Free flow traffic at node 4016162.,4016162
2017-01-06 11:40:00,32.01,51.52,47.04,"Sudden slowdown, possible accident.",4016162
2017-01-06 11:45:00,53.98,86.87,35.35,Free flow traffic at node 4016162.,4016162
2017-01-06 11:50:00,42.82,68.92,17.95,Free flow traffic at node 4016162.,4016162
2017-01-06 11:55:00,52.96,85.24,16.32,Free flow traffic at node 4016162.,4016162
2017-01-06 12:00:00,50.61,81.46,3.78,Free flow traffic at node 4016162.,4016162
2017-01-06 12:05:00,61.78,99.42,17.96,Free flow traffic at node 4016162.,4016162
2017-01-06 12:10:00,64.27,103.43,4.01,Free flow traffic at node 4016162.,4016162
2017-01-06 12:15:00,66.45,106.94,3.51,Free flow traffic at node 4016162.,4016162
2017-01-06 12:20:00,67.41,108.49,1.55,Free flow traffic at node 4016162.,4016162
2017-01-06 12:25:00,59.15,95.19,13.3,Free flow traffic at node 4016162.,4016162
2017-01-06 12:30:00,50.1,80.63,14.56,Free flow traffic at node 4016162.,4016162
2017-01-06 12:35:00,53.12,85.49,4.86,Free flow traffic at node 4016162.,4016162
2017-01-06 12:40:00,58.21,93.68,8.19,Free flow traffic at node 4016162.,4016162
2017-01-06 12:45:00,56.58,91.06,2.61,Free flow traffic at node 4016162.,4016162
2017-01-06 12:50:00,33.06,53.21,37.86,Moderate traffic flow at node 4016162.,4016162
2017-01-06 12:55:00,49.9,80.3,27.1,Free flow traffic at node 4016162.,4016162
2017-01-06 13:00:00,59.73,96.12,15.82,Free flow traffic at node 4016162.,4016162
2017-01-06 13:05:00,62.91,101.25,5.12,Free flow traffic at node 4016162.,4016162
2017-01-06 13:10:00,60.01,96.58,4.67,Free flow traffic at node 4016162.,4016162
2017-01-06 13:15:00,68.39,110.06,13.48,Free flow traffic at node 4016162.,4016162
2017-01-06 13:20:00,45.29,72.89,37.16,Free flow traffic at node 4016162.,4016162
2017-01-06 13:25:00,59.47,95.7,22.81,Free flow traffic at node 4016162.,4016162
2017-01-06 13:30:00,59.47,95.7,0.0,Free flow traffic at node 4016162.,4016162
2017-01-06 13:35:00,34.76,55.94,39.76,Moderate traffic flow at node 4016162.,4016162
2017-01-06 13:40:00,34.76,55.94,0.0,Moderate traffic flow at node 4016162.,4016162
2017-01-06 13:45:00,46.73,75.2,19.26,Free flow traffic at node 4016162.,4016162
2017-01-06 13:50:00,35.74,57.51,17.69,Moderate traffic flow at node 4016162.,4016162
2017-01-06 13:55:00,49.61,79.84,22.33,Free flow traffic at node 4016162.,4016162
2017-01-06 14:00:00,68.08,109.57,29.73,Free flow traffic at node 4016162.,4016162
2017-01-06 14:05:00,43.7,70.33,39.24,Free flow traffic at node 4016162.,4016162
2017-01-06 14:10:00,43.7,70.33,0.0,Free flow traffic at node 4016162.,4016162
2017-01-06 14:15:00,56.61,91.11,20.78,Free flow traffic at node 4016162.,4016162
2017-01-06 14:20:00,47.2,75.96,15.15,Free flow traffic at node 4016162.,4016162
2017-01-06 14:25:00,56.59,91.08,15.12,Free flow traffic at node 4016162.,4016162
2017-01-06 14:30:00,46.89,75.47,15.61,Free flow traffic at node 4016162.,4016162
2017-01-06 14:35:00,47.55,76.53,1.06,Free flow traffic at node 4016162.,4016162
2017-01-06 14:40:00,37.86,60.93,15.6,Free flow traffic at node 4016162.,4016162
2017-01-06 14:45:00,37.48,60.32,0.6,Free flow traffic at node 4016162.,4016162
2017-01-06 14:50:00,52.78,84.94,24.62,Free flow traffic at node 4016162.,4016162
2017-01-06 14:55:00,63.91,102.85,17.9,Free flow traffic at node 4016162.,4016162
2017-01-06 15:00:00,56.01,90.14,12.7,Free flow traffic at node 4016162.,4016162
2017-01-06 15:05:00,75.5,121.5,31.36,Free flow traffic at node 4016162.,4016162
2017-01-06 15:10:00,56.42,90.8,30.71,Free flow traffic at node 4016162.,4016162
2017-01-06 15:15:00,54.4,87.55,3.25,Free flow traffic at node 4016162.,4016162
2017-01-06 15:20:00,54.01,86.92,0.63,Free flow traffic at node 4016162.,4016162
2017-01-06 15:25:00,41.54,66.85,20.07,Free flow traffic at node 4016162.,4016162
2017-01-06 15:30:00,50.64,81.49,14.64,Free flow traffic at node 4016162.,4016162
2017-01-06 15:35:00,47.93,77.13,4.36,Free flow traffic at node 4016162.,4016162
2017-01-06 15:40:00,60.52,97.4,20.27,Free flow traffic at node 4016162.,4016162
2017-01-06 15:45:00,52.48,84.46,12.94,Free flow traffic at node 4016162.,4016162
2017-01-06 15:50:00,49.86,80.24,4.23,Free flow traffic at node 4016162.,4016162
2017-01-06 15:55:00,38.44,61.86,18.38,Free flow traffic at node 4016162.,4016162
2017-01-06 16:00:00,20.99,33.78,28.08,Moderate traffic flow at node 4016162.,4016162
2017-01-06 16:05:00,28.93,46.56,12.78,Moderate traffic flow at node 4016162.,4016162
2017-01-06 16:10:00,28.93,46.56,0.0,Moderate traffic flow at node 4016162.,4016162
2017-01-06 16:15:00,24.03,38.68,7.88,Moderate traffic flow at node 4016162.,4016162
2017-01-06 16:20:00,28.38,45.67,6.99,Moderate traffic flow at node 4016162.,4016162
2017-01-06 16:25:00,31.62,50.88,5.22,Moderate traffic flow at node 4016162.,4016162
2017-01-06 16:30:00,23.85,38.38,12.51,Moderate traffic flow at node 4016162.,4016162
2017-01-06 16:35:00,16.51,26.58,11.8,Moderate traffic flow at node 4016162.,4016162
2017-01-06 16:40:00,24.34,39.17,12.59,Moderate traffic flow at node 4016162.,4016162
2017-01-06 16:45:00,23.55,37.89,1.28,Moderate traffic flow at node 4016162.,4016162
2017-01-06 16:50:00,25.79,41.51,3.62,Moderate traffic flow at node 4016162.,4016162
2017-01-06 16:55:00,36.72,59.1,17.59,Moderate traffic flow at node 4016162.,4016162
2017-01-06 17:00:00,31.84,51.25,7.85,Moderate traffic flow at node 4016162.,4016162
2017-01-06 17:05:00,10.39,16.72,34.53,Severe congestion reported at node 4016162.,4016162
2017-01-06 17:10:00,22.34,35.95,19.23,Moderate traffic flow at node 4016162.,4016162
2017-01-06 17:15:00,32.22,51.85,15.9,Moderate traffic flow at node 4016162.,4016162
2017-01-06 17:20:00,32.22,51.85,0.0,Moderate traffic flow at node 4016162.,4016162
2017-01-06 17:25:00,16.67,26.83,25.02,Moderate traffic flow at node 4016162.,4016162
2017-01-06 17:30:00,13.88,22.34,4.49,Moderate traffic flow at node 4016162.,4016162
2017-01-06 17:35:00,19.6,31.54,9.2,Moderate traffic flow at node 4016162.,4016162
2017-01-06 17:40:00,18.46,29.71,1.83,Moderate traffic flow at node 4016162.,4016162
2017-01-06 17:45:00,17.47,28.12,1.59,Moderate traffic flow at node 4016162.,4016162
2017-01-06 17:50:00,9.01,14.5,13.62,Severe congestion reported at node 4016162.,4016162
2017-01-06 17:55:00,18.16,29.23,14.73,Moderate traffic flow at node 4016162.,4016162
2017-01-06 18:00:00,23.13,37.23,7.99,Moderate traffic flow at node 4016162.,4016162
2017-01-06 18:05:00,23.84,38.36,1.14,Moderate traffic flow at node 4016162.,4016162
2017-01-06 18:10:00,20.99,33.77,4.59,Moderate traffic flow at node 4016162.,4016162
2017-01-06 18:15:00,41.43,66.67,32.9,Free flow traffic at node 4016162.,4016162
2017-01-06 18:20:00,8.16,13.13,53.54,"Sudden slowdown, possible accident.",4016162
2017-01-06 18:25:00,22.64,36.44,23.31,Moderate traffic flow at node 4016162.,4016162
2017-01-06 18:30:00,5.0,8.05,28.39,Severe congestion reported at node 4016162.,4016162
2017-01-06 18:35:00,19.75,31.79,23.74,Moderate traffic flow at node 4016162.,4016162
2017-01-06 18:40:00,28.78,46.32,14.53,Moderate traffic flow at node 4016162.,4016162
2017-01-06 18:45:00,32.13,51.71,5.4,Moderate traffic flow at node 4016162.,4016162
2017-01-06 18:50:00,15.14,24.36,27.36,Moderate traffic flow at node 4016162.,4016162
2017-01-06 18:55:00,31.78,51.14,26.78,Moderate traffic flow at node 4016162.,4016162
2017-01-06 19:00:00,31.99,51.49,0.35,Moderate traffic flow at node 4016162.,4016162
2017-01-06 19:05:00,31.99,51.49,0.0,Moderate traffic flow at node 4016162.,4016162
2017-01-06 19:10:00,31.8,51.17,0.31,Moderate traffic flow at node 4016162.,4016162
2017-01-06 19:15:00,33.81,54.4,3.23,Moderate traffic flow at node 4016162.,4016162
2017-01-06 19:20:00,13.48,21.7,32.71,Moderate traffic flow at node 4016162.,4016162
2017-01-06 19:25:00,21.82,35.11,13.41,Moderate traffic flow at node 4016162.,4016162
2017-01-06 19:30:00,21.32,34.31,0.8,Moderate traffic flow at node 4016162.,4016162
2017-01-06 19:35:00,42.93,69.1,34.79,Free flow traffic at node 4016162.,4016162
2017-01-06 19:40:00,22.55,36.3,32.8,Moderate traffic flow at node 4016162.,4016162
2017-01-06 19:45:00,22.55,36.3,0.0,Moderate traffic flow at node 4016162.,4016162
2017-01-06 19:50:00,9.33,15.01,21.28,Severe congestion reported at node 4016162.,4016162
2017-01-06 19:55:00,29.47,47.42,32.41,Moderate traffic flow at node 4016162.,4016162
2017-01-06 20:00:00,51.98,83.65,36.23,Free flow traffic at node 4016162.,4016162
2017-01-06 20:05:00,44.45,71.54,12.11,Free flow traffic at node 4016162.,4016162
2017-01-06 20:10:00,59.44,95.66,24.12,Free flow traffic at node 4016162.,4016162
2017-01-06 20:15:00,56.13,90.33,5.33,Free flow traffic at node 4016162.,4016162
2017-01-06 20:20:00,61.5,98.98,8.65,Free flow traffic at node 4016162.,4016162
2017-01-06 20:25:00,28.67,46.14,52.84,"Sudden slowdown, possible accident.",4016162
2017-01-06 20:30:00,56.01,90.14,44.01,"Sudden slowdown, possible accident.",4016162
2017-01-06 20:35:00,43.19,69.52,20.63,Free flow traffic at node 4016162.,4016162
2017-01-06 20:40:00,22.8,36.69,32.83,Moderate traffic flow at node 4016162.,4016162
2017-01-06 20:45:00,56.43,90.81,54.12,"Sudden slowdown, possible accident.",4016162
